Store Num,Address,City,State,ZIP,Lat,Lon,"County ",Region,Type
27234,3840 E 104th Ave,Thornton,CO,80233,39.8846528674084,-104.942670909091,Adams County,North,Mall
29622,3896 E 120th Ave,Thornton,CO,80233,39.9136637681925,-104.942055041945,Adams County,North,Mall
22850,3904 E 120th Ave,Thornton,CO,80233,39.9136644824782,-104.941988613373,Adams County,North,Mall
25422,5180 W 120th Ave Unit B,Westminster,CO,80020,39.9139218299547,-105.051601008395,Adams County,North,Mall
20918,1171 W 120th Ave Unit B,Westminster,CO,80234,39.9142285895419,-105.000711071704,Adams County,North,Mall
20382,6775 W 120th Ave,Broomfield,CO,80020,39.9144469973524,-105.069762061611,Broomfield County,North,Mall
24370,1601 Coalton Rd,Superior,CO,80027,39.9290871325916,-105.14789,Boulder County,North,Mall
20973,645 Flatiron Marketplace Dr Unit C,Broomfield,CO,80021,39.9293577809137,-105.125855239343,Broomfield County,North,Mall
23175,1 W Flatiron Cir Ste 220,Broomfield,CO,80021,39.9300432027926,-105.130987760907,Broomfield County,North,Mall
26336,12900 Zuni St,Westminster,CO,80234,39.9305981629821,-105.015233192244,Adams County,North,Mall
22736,231 E Flatiron Crossing Dr,Broomfield,CO,80021,39.9310703761241,-105.123758723663,Broomfield County,North,Mall
24740,1170 US Highway 287 # D-400,Broomfield,CO,80020,39.9361851037923,-105.090392836142,Broomfield County,North,Mall
25264,305 McCaslin Blvd,Louisville,CO,80027,39.9513814616594,-105.165244970023,Boulder County,North,Mall
23919,1375 E South Boulder Rd,Louisville,CO,80027,39.95347,-105.15564,Boulder County,North,Mall
24445,3600 W 144th Ave,Broomfield,CO,80023,39.9575373173185,-105.035030624941,Broomfield County,North,Mall
20085,530 E Bromley Ln # 600,Brighton,CO,80601,39.9720159586318,-104.815534933921,Adams County,North,Mall
22092,59 Bush St,Brighton,CO,80601,39.9853812026993,-104.822710762591,Adams County,North,Mall
23428,535 W South Boulder Rd Ste 260,Lafayette,CO,80026,39.9871392692221,-105.094554752407,Boulder County,North,Mall
20011,555 W South Boulder Rd,Lafayette,CO,80026,39.9871771325916,-105.09784,Boulder County,North,Mall
23212,4800 Baseline Rd,Boulder,CO,80303,39.9998763653623,-105.234541748916,Boulder County,North,Mall
21226,480 US Highway 287,Lafayette,CO,80026,40.0020963920251,-105.102620980619,Boulder County,North,Mall
23287,1402 Broadway St,Boulder,CO,80302,40.0106060674755,-105.276707694969,Boulder County,North,Mall
26447,2798 Arapahoe Ave,Boulder,CO,80302,40.0144128998006,-105.259213891508,Boulder County,North,Mall
20261,3033 Arapahoe Ave,Boulder,CO,80303,40.0148471325916,-105.252984666667,Boulder County,North,Mall
21573,3333 Arapahoe Rd # B,Erie,CO,80516,40.0154671325916,-105.10099,Boulder County,North,Mall
28731,1427 Pearl St,Boulder,CO,80302,40.0186510281558,-105.277046015494,Boulder County,North,Mall
20817,2770 Pearl St Ste B,Boulder,CO,80302,40.0219292432754,-105.259181796282,Boulder County,North,Mall
20909,3325 28th St,Boulder,CO,80301,40.0358405257275,-105.258705178313,Boulder County,North,Mall
25592,1300 Dexter St,Fort Lupton,CO,80621,40.0790531841868,-104.803556916411,Weld County,North,Mall
20486,8134 County Rd 13,Firestone,CO,80520,40.1190356067078,-104.941828698349,Weld County,North,Mall
23343,1087 S Hover St Ste A,Longmont,CO,80501,40.146256026811,-105.130999323413,Boulder County,North,Mall
25858,1100 Ken Pratt Blvd Ste A,Longmont,CO,80501,40.1524603695932,-105.110654914833,Boulder County,North,Mall
29352,1050 Ken Pratt Blvd,Longmont,CO,80501,40.1524648686671,-105.109993550969,Boulder County,North,Mall
22551,6110 Firestone Blvd,Firestone,CO,80520,40.1604943874355,-104.938182433032,Weld County,North,Mall
23751,11169 I-25 Frontage Road A A,Firestone,CO,80504,40.1631702939267,-104.97689766605,Weld County,North,Mall
24875,1632 Hover St,Longmont,CO,80501,40.1870814285714,-105.130730493344,Boulder County,North,Mall
26649,1630 Pace St,Longmont,CO,80504,40.1875047063629,-105.073933223885,Boulder County,North,Mall
28421,815 17th Ave Unit C5,Longmont,CO,80501,40.1885728686394,-105.077639239369,Boulder County,North,Mall
20978,356 E Elkhorn Ave # 2,Estes Park,CO,80517,40.3769940215084,-105.519273421096,Larimer County,North,Mall
26603,451 E Wonder View Ave,Estes Park,CO,80517,40.3788552782935,-105.517178056634,Larimer County,North,Mall
23079,1317 Eagle Dr,Loveland,CO,80537,40.3792286019301,-105.098025976032,Larimer County,North,Mall
22929,4548 Centerplace Dr,Greeley,CO,80634,40.394939949713,-104.74957903,Weld County,North,Mall
25702,2604 11th Ave,Greeley,CO,80631,40.3953421946054,-104.696706240147,Weld County,North,Mall
20170,2045 10th Ave,Greeley,CO,80639,40.4052377244588,-104.694818826738,Weld County,North,Mall
25942,2030 35th Ave,Greeley,CO,80634,40.405893334227,-104.734825965024,Weld County,North,Mall
24282,5897 Sky Pond Dr Unit K151,Loveland,CO,80538,40.4106770825341,-104.988184865837,Larimer County,North,Mall
25485,4320 W 9th Street Rd # B101,Greeley,CO,80634,40.4225465143593,-104.748596011959,Weld County,North,Mall
20564,3526 W 10th St,Greeley,CO,80634,40.4225560783421,-104.736371248,Weld County,North,Mall
28168,1535 Main St,Windsor,CO,80550,40.4793091469989,-104.927899053051,Weld County,North,Mall
27744,1520 Main St,Windsor,CO,80550,40.4795804784618,-104.928428364041,Weld County,North,Mall
24090,4609 S Timberline Rd Unit A101 Unit 101A,Fort Collins,CO,80528,40.5231099816596,-105.03963040345,Larimer County,North,Mall
24326,250 E Harmony Rd,Fort Collins,CO,80525,40.5237486412786,-105.073524808632,Larimer County,North,Mall
25449,1426 E Harmony Rd,Fort Collins,CO,80525,40.5238698535449,-105.052767228723,Larimer County,North,Mall
28201,3600 S College Ave,Fort Collins,CO,80525,40.53803,-105.076789556379,Larimer County,North,Mall
24335,2601 S Lemay Ave Ste 130,Fort Collins,CO,80525,40.55208,-105.058160481477,Larimer County,North,Mall
23512,838 W Drake Rd Ste 101,Fort Collins,CO,80526,40.5528913509406,-105.090943794117,Larimer County,North,Mall
24168,2160 W Drake Rd Unit 6,Fort Collins,CO,80526,40.5530230357951,-105.116297713328,Larimer County,North,Mall
21800,2602 S Timberland Rd,Fort Collins,CO,80525,40.5539976928228,-105.038892582209,Larimer County,North,Mall
27340,700 S College Ave Ste A,Fort Collins,CO,80524,40.57808,-105.0767894484,Larimer County,North,Mall
23301,460 S College Ave Unit A,Fort Collins,CO,80524,40.582015330501,-105.076771702197,Larimer County,North,Mall
29349,172 N College Ave,Fort Collins,CO,80524,40.5885314705882,-105.076729420186,Larimer County,North,Mall
